loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,Region,Security_Type,Status
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,96500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6780.0,CRIF,587,EXP,45-54,to_inst,north,direct,0
ncf,Female,nopre,type2,p4,l1,nopc,b/c,56500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1200.0,CRIF,504,CIB,55-64,to_inst,central,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,206500,300.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,CIB,513,EXP,45-54,to_inst,south,direct,0
cf,,nopre,type1,p1,l1,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6360.0,EXP,894,CIB,35-44,to_inst,south,direct,0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,76500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2460.0,EXP,761,EXP,55-64,to_inst,north,direct,0
ncf,Joint,pre,type3,p1,l1,nopc,nob/c,596500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8940.0,CIB,606,EXP,35-44,not_inst,north,direct,0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2640.0,CIB,650,EXP,35-44,to_inst,north,direct,0
cf,Male,nopre,type1,p4,l2,nopc,nob/c,466500,300.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5640.0,EQUI,505,EXP,35-44,not_inst,south,direct,1
ncf,Joint,pre,type1,p1,l1,nopc,nob/c,266500,324.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,4920.0,EXP,523,EXP,25-34,to_inst,north,direct,0
cf,Joint,nopre,type2,p4,l1,nopc,b/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,761,EXP,25-34,not_inst,south,direct,0
ncf,,nopre,type1,p4,l2,nopc,nob/c,576500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,14700.0,CIB,857,CIB,65-74,to_inst,south,direct,1
cf,,nopre,type2,p3,l1,nopc,b/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,3U,7560.0,EXP,550,CIB,35-44,to_inst,south,direct,1
cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2760.0,EXP,617,CIB,45-54,not_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9120.0,CRIF,851,EXP,35-44,not_inst,north,direct,0
cf,,nopre,type3,p3,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3780.0,CIB,648,EXP,65-74,to_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4440.0,EXP,751,CIB,45-54,not_inst,north,direct,0
cf,Female,nopre,type2,p4,l1,nopc,b/c,36500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,480.0,CIB,813,CIB,>74,to_inst,central,direct,1
cf,Joint,pre,type1,p1,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9000.0,EXP,631,EXP,65-74,to_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,66500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2760.0,CIB,813,CIB,25-34,to_inst,south,direct,0
cf,Male,pre,type1,p1,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,7500.0,CIB,862,EXP,35-44,to_inst,central,direct,1
cf,Female,pre,type1,p4,l1,nopc,nob/c,256500,324.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,2760.0,EXP,658,CIB,55-64,to_inst,south,direct,1
cf,Male,nopre,type1,p4,l1,nopc,nob/c,176500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2460.0,EXP,614,CIB,65-74,not_inst,north-east,direct,0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3300.0,CRIF,571,EXP,65-74,to_inst,south,direct,0
cf,Female,nopre,type3,p3,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3600.0,EXP,595,EXP,65-74,to_inst,north,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,166500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9240.0,EXP,579,CIB,65-74,to_inst,north,direct,0
cf,Male,pre,type1,p1,l1,nopc,nob/c,576500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6360.0,EXP,580,CIB,35-44,not_inst,north,direct,0
cf,,nopre,type1,p4,l2,nopc,nob/c,686500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,20340.0,CRIF,799,EXP,55-64,to_inst,south,direct,0
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,616500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,18840.0,CRIF,738,EXP,35-44,not_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6900.0,CIB,822,CIB,45-54,to_inst,north,direct,0
cf,Joint,nopre,type2,p1,l1,nopc,b/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4020.0,EQUI,776,EXP,25-34,not_inst,south,direct,1
cf,,nopre,type1,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9960.0,CRIF,513,EXP,45-54,to_inst,south,direct,0
cf,,nopre,type1,p3,l2,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,8100.0,CIB,637,EXP,35-44,to_inst,south,direct,0
cf,Female,pre,type1,p1,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5160.0,EXP,548,CIB,35-44,to_inst,central,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3660.0,EXP,557,EXP,>74,to_inst,south,direct,0
cf,Female,pre,type3,p1,l1,nopc,nob/c,116500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3000.0,EXP,510,EXP,<25,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,346500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11820.0,CRIF,736,EXP,55-64,to_inst,north,direct,0
ncf,Male,pre,type1,p4,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3180.0,CRIF,661,CIB,25-34,to_inst,north,direct,0
cf,Male,nopre,type2,p1,l1,nopc,b/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5100.0,EXP,605,CIB,25-34,not_inst,north,direct,0
cf,,pre,type2,p3,l1,nopc,b/c,116500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3240.0,EXP,701,CIB,55-64,to_inst,south,direct,0
,,nopre,type2,p3,l1,nopc,b/c,246500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5160.0,CIB,884,CIB,45-54,to_inst,south,direct,1
cf,Male,nopre,type2,p1,l1,nopc,b/c,66500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3600.0,CRIF,865,CIB,45-54,to_inst,north,direct,1
cf,,nopre,type1,p4,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5280.0,CIB,530,CIB,55-64,to_inst,south,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8760.0,CIB,798,CIB,45-54,not_inst,south,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3060.0,CIB,578,EXP,65-74,to_inst,north,direct,0
ncf,,nopre,type2,p3,l1,nopc,b/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4740.0,EQUI,788,EXP,55-64,to_inst,south,direct,1
cf,,nopre,type3,p3,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3720.0,CRIF,631,CIB,45-54,to_inst,south,direct,0
cf,Male,nopre,type1,p2,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,30240.0,CIB,661,CIB,45-54,not_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3360.0,CIB,832,EXP,45-54,not_inst,north,direct,0
cf,,nopre,type2,p4,l1,nopc,b/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2880.0,EXP,799,EXP,35-44,to_inst,south,direct,1
cf,,nopre,type1,p3,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9720.0,CIB,586,EXP,55-64,to_inst,south,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,324.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,2760.0,CIB,750,CIB,65-74,to_inst,north,direct,0
cf,Male,nopre,type3,p1,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5460.0,CIB,739,CIB,35-44,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3780.0,CIB,514,CIB,65-74,to_inst,north,direct,0
cf,,nopre,type3,p3,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9300.0,EQUI,886,EXP,35-44,to_inst,south,direct,1
cf,Male,nopre,type1,p4,l1,nopc,nob/c,676500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9000.0,CIB,764,CIB,35-44,not_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,396500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,2U,11100.0,CRIF,778,EXP,25-34,not_inst,south,direct,1
cf,Male,nopre,type1,p4,l2,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9000.0,CIB,660,CIB,55-64,to_inst,north,direct,1
cf,,nopre,type1,p2,l1,nopc,nob/c,156500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,5460.0,EXP,715,CIB,35-44,to_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,126500,180.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,8880.0,EXP,565,CIB,35-44,to_inst,south,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,386500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,5400.0,EQUI,879,EXP,25-34,not_inst,south,direct,1
ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3120.0,CRIF,707,EXP,55-64,to_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,360.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,37740.0,CIB,629,CIB,25-34,not_inst,south,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7380.0,EXP,527,EXP,45-54,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7260.0,EXP,745,CIB,55-64,to_inst,south,direct,0
cf,Joint,nopre,type2,p4,l1,nopc,b/c,356500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,585,EXP,55-64,not_inst,south,direct,0
cf,Joint,pre,type1,p1,l2,nopc,nob/c,406500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8460.0,CIB,821,EXP,35-44,to_inst,north,direct,0
ncf,Male,nopre,type2,p4,l1,nopc,b/c,736500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,606,CIB,35-44,not_inst,north,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6120.0,CRIF,628,CIB,35-44,not_inst,north,direct,0
ncf,,pre,type1,p4,l1,nopc,nob/c,686500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,13920.0,EXP,810,EXP,65-74,to_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,366500,300.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6240.0,EXP,514,CIB,45-54,not_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10380.0,EXP,772,CIB,55-64,to_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5280.0,EXP,724,EXP,55-64,to_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,126500,324.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3960.0,CRIF,644,CIB,45-54,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4140.0,CIB,764,CIB,45-54,to_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,300.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3180.0,CRIF,730,CIB,55-64,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5280.0,CIB,658,EXP,25-34,to_inst,south,direct,0
cf,Male,nopre,type2,p4,l1,nopc,b/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,582,CIB,35-44,to_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,216500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,1800.0,CRIF,646,CIB,35-44,to_inst,south,direct,1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2580.0,CIB,869,CIB,45-54,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12180.0,CRIF,714,EXP,35-44,not_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8460.0,EQUI,869,EXP,55-64,to_inst,south,direct,1
cf,Joint,nopre,type2,p3,l1,nopc,b/c,86500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2820.0,EXP,506,EXP,65-74,to_inst,north,direct,0
cf,Male,nopre,type1,p3,l2,opc,nob/c,56500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,10080.0,CIB,868,CIB,45-54,to_inst,north,direct,1
,Male,nopre,type1,p4,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5160.0,EXP,607,CIB,35-44,not_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6780.0,EXP,867,EXP,45-54,to_inst,south,direct,0
cf,,nopre,type3,p3,l1,nopc,nob/c,266500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6180.0,EQUI,604,EXP,25-34,to_inst,south,direct,1
cf,Male,nopre,type1,p4,l1,nopc,nob/c,86500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1680.0,EQUI,568,EXP,55-64,to_inst,central,direct,1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,386500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,5220.0,CIB,579,CIB,55-64,to_inst,north,direct,0
cf,Female,nopre,type2,p3,l1,nopc,b/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6360.0,CIB,794,CIB,45-54,to_inst,north,direct,0
cf,Male,pre,type1,p1,l2,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7860.0,CIB,820,CIB,45-54,to_inst,north,direct,0
ncf,Female,pre,type1,p1,l1,nopc,nob/c,116500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,17400.0,CRIF,681,EXP,65-74,to_inst,south,direct,0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3480.0,CRIF,801,EXP,55-64,to_inst,south,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3720.0,CRIF,635,EXP,>74,to_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7440.0,EXP,801,EXP,55-64,to_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6480.0,CIB,803,CIB,45-54,not_inst,north,direct,0
cf,Joint,pre,type1,p1,l1,nopc,nob/c,336500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,6840.0,CIB,884,EXP,25-34,to_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8460.0,CRIF,523,CIB,65-74,to_inst,central,direct,0
cf,,nopre,type3,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5100.0,EXP,858,CIB,35-44,to_inst,south,direct,0
ncf,Joint,pre,type1,p4,l1,nopc,nob/c,806500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,46800.0,CIB,712,EXP,45-54,not_inst,north,direct,0
cf,Female,nopre,type3,p4,l1,nopc,nob/c,146500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,567,EXP,35-44,to_inst,north,direct,0
ncf,Male,nopre,type1,p4,l1,nopc,nob/c,626500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,14100.0,CIB,751,EXP,25-34,not_inst,central,direct,0
cf,,pre,type1,p2,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,2160.0,EXP,814,CIB,55-64,to_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,426500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8760.0,CIB,534,EXP,45-54,to_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,516500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4800.0,CRIF,731,EXP,55-64,not_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,106500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,1800.0,CRIF,759,EXP,55-64,to_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7260.0,CIB,681,EXP,45-54,not_inst,central,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,186500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4980.0,EXP,506,EXP,65-74,to_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4740.0,EXP,830,EXP,25-34,to_inst,north,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,636500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,7320.0,CIB,542,EXP,35-44,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2940.0,CIB,776,CIB,45-54,to_inst,central,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4680.0,EXP,654,EXP,>74,not_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7800.0,CIB,608,EXP,45-54,to_inst,north,direct,1
cf,Female,nopre,type1,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8400.0,CRIF,680,CIB,55-64,to_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,116500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,2460.0,EQUI,794,EXP,35-44,to_inst,north,direct,1
cf,Female,pre,type2,p3,l1,nopc,b/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2940.0,CIB,857,CIB,45-54,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,216500,300.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3300.0,CRIF,762,CIB,55-64,to_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,176500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,4320.0,EXP,866,CIB,55-64,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,406500,156.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6240.0,CRIF,553,CIB,65-74,to_inst,south,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,416500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11940.0,CRIF,623,CIB,25-34,to_inst,south,direct,0
cf,Female,nopre,type1,p2,l1,nopc,nob/c,466500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,10380.0,CRIF,630,CIB,55-64,not_inst,north,direct,0
cf,Female,pre,type1,p1,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3720.0,CRIF,745,CIB,25-34,not_inst,south,direct,0
cf,Male,nopre,type2,p2,l1,nopc,b/c,76500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1980.0,CRIF,825,CIB,55-64,to_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7200.0,CIB,542,CIB,35-44,not_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,116500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2280.0,CRIF,559,CIB,>74,to_inst,north,direct,0
cf,Male,nopre,type2,p4,l1,nopc,b/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4320.0,EXP,637,CIB,45-54,not_inst,north,direct,1
cf,Joint,nopre,type2,p3,l1,nopc,b/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6600.0,CIB,850,EXP,55-64,to_inst,central,direct,0
cf,Female,pre,type2,p1,l1,nopc,b/c,76500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2760.0,CRIF,651,CIB,45-54,to_inst,north,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,306500,156.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,15600.0,CRIF,550,EXP,35-44,to_inst,south,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,3000.0,CIB,875,EXP,25-34,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9300.0,CIB,796,CIB,45-54,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7020.0,CIB,532,CIB,35-44,not_inst,south,direct,0
ncf,Joint,pre,type1,p1,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4680.0,CIB,635,EXP,55-64,to_inst,north,direct,0
cf,,pre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4800.0,EXP,566,EXP,25-34,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,4980.0,CIB,503,CIB,55-64,to_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,466500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6600.0,CIB,749,CIB,45-54,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4680.0,CIB,683,CIB,65-74,to_inst,central,direct,0
cf,Female,pre,type1,p1,l1,nopc,nob/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6300.0,CIB,613,EXP,25-34,to_inst,north,direct,0
,,nopre,type1,p4,l1,nopc,nob/c,476500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9120.0,CIB,764,EXP,45-54,to_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10620.0,EXP,640,CIB,25-34,not_inst,north,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,416500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7500.0,CIB,746,EXP,55-64,to_inst,south,direct,1
cf,Male,nopre,type2,p1,l1,nopc,b/c,146500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1920.0,EXP,543,CIB,<25,to_inst,north,direct,1
cf,Male,nopre,type1,p3,l2,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,EXP,692,CIB,45-54,to_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4920.0,CIB,841,CIB,45-54,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,180.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,6960.0,EXP,820,EXP,>74,not_inst,north,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,606500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,2U,11640.0,CIB,888,EXP,45-54,not_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,2U,26160.0,CRIF,626,EXP,55-64,not_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6540.0,CRIF,798,EXP,>74,to_inst,north,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,56500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,780.0,EXP,893,CIB,65-74,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7320.0,EXP,788,EXP,>74,not_inst,north,direct,0
